t_ms,bmu,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,w37,w38,w39,w40,w41,w42,w43,w44,w45,w46,w47,w48,w49,w50,w51,w52,w53,w54,w55,w56,w57,w58,w59,w60,w61,w62,w63
1779998266554,3792,0.7303970358238301,0.8062343061412687,0.892419855372047,0.18291029972488732,0.2766615330762853,0.5023620097411231,0.8722735828134899,0.11510020177141009,0.6173602056736509,0.4923160871862978,0.6881695635139911,0.6344088305605542,0.23686995093754484,0.28747030776046495,0.8799822751285621,0.5855646769903772,0.8236080202883768,0.38632296511942016,0.21469728318407322,0.4716259727618059,0.414529935517138,0.7193455542124874,0.5140284627917289,0.8536419139332353,0.7676629766533818,0.8005194632068848,0.7178326547263733,0.4214881103181763,0.20005581379537843,0.868533080370562,0.7205205921768818,0.7571009671599647,0.5882646223350368,0.6350873762076787,0.816820018208301,0.8030490677624759,0.7750218933367178,0.27411501607493616,0.26844572014315166,0.913338423869971,0.466028505646654,0.558588697224063,0.6352939459407895,0.467935558664578,0.3888993710985239,0.7392963650954099,0.31597432086437743,0.5928935247175757,0.2349800367446389,0.42225491525499687,0.17237380326132937,0.449399469787296,0.37395536262383533,0.7179275789816817,0.3257171870126955,0.11349213078078914,0.2853421910279523,0.6644916197280862,0.3782994519495572,0.6605977761117616,0.335980293490261,0.5452420906846137,0.4852376019207027,0.5431645044645597
1779998266579,3858,0.3670817177572165,0.2919971608499691,0.2620303047663369,0.4542645302123203,0.3693673660149553,0.28518818086888514,0.31057643632157333,0.29864555043702423,0.5012117296775704,0.437188807262647,0.34815969509660316,0.5473127752076611,0.7224834742724552,0.6249353295960585,0.6244502953466957,0.2372838336235918,0.5478763643213312,0.5412476619387926,0.1976516602918083,0.47018348569357776,0.2589386488115029,0.32310824963389173,0.6503496939671485,0.34303870956499694,0.1766462590099802,0.47708503913686723,0.4551498428479603,0.6510626940232692,0.5650504694992008,0.46687714168244476,0.4917832942035893,0.5551718393159161,0.5559468757372482,0.5800206336586392,0.4518333624071014,0.6257884155866185,0.1995652550503973,0.8132130077235363,0.7586054786141196,0.6143911455771328,0.1702437455203331,0.4814343119180643,0.5280930747495114,0.76979213827061,0.5203219122118168,0.39175747083292795,0.311904191240627,0.24095750334793808,0.25411422104524733,0.46602858883435166,0.4309954721664671,0.42364061858419344,0.488538745279543,0.5537536193846779,0.3484954878065392,0.6505695244841471,0.6980538991041302,0.3070185415113849,0.5548997662387198,0.539546864179483,0.469424726179191,0.4471708738062483,0.3815273846092385,0.23813806547506308
1779998266601,3857,0.34763932968920563,0.6229853361685553,0.6603654197582122,0.6536205414351316,0.24399943379439773,0.6467482288952755,0.6192256914431287,0.6346923794303548,0.785524146864286,0.7520193475063452,0.7526171039439258,0.7533171822386998,0.22131144559996513,0.7622018160130575,0.5553795229360821,0.4899839974631162,0.7235961804515,0.791522257281842,0.23617303156563263,0.6499887226244216,0.18642789225146117,0.8087124940574542,0.5671665740843531,0.6296503758146614,0.613787422636862,0.7262543062578112,0.38724357513826624,0.3754793466351055,0.33646405406002117,0.40303663779524973,0.6748317316099814,0.43533422692041374,0.5231352607596376,0.18759094862105777,0.7599245673098368,0.6580683018440276,0.3602846716403383,0.3423806331785286,0.5171300631920672,0.5585659677013157,0.41604445809120294,0.31449512562283966,0.6409642631406345,0.5388125321862727,0.19282278679550288,0.6745545298557657,0.28682984737757106,0.6526448092406595,0.4588927171670996,0.7143066149194179,0.4627721931415565,0.6378955504395485,0.52999159023425,0.7237601143802586,0.6639019916541832,0.4345670577513582,0.6285703074969767,0.22408167697889342,0.6774200402254532,0.6460015722538291,0.7178461597363293,0.38765047698046884,0.4867062981861431,0.6439859824474164
1779998266625,3794,0.5050027272114465,0.820056196712391,0.25903522213766655,0.4703036555533284,0.5069136937734313,0.2581742734998699,0.7476322785733333,0.7721585906343382,0.41191549607247696,0.33895929370884864,0.5273486168741239,0.3254758233817649,0.8117888175264705,0.7038361303618642,0.49303213476660773,0.5888409059534313,0.7723219581354438,0.5034409283617626,0.7578933269848264,0.41361979004433796,0.41416955274447337,0.6776449539463612,0.3815746952399122,0.4035722050865676,0.5325368798616095,0.39871960353846475,0.2178165701647845,0.31040703597687813,0.4707121448258114,0.227377530520945,0.40925875284640345,0.42838949611669863,0.6657777117963551,0.7963389697599746,0.6024341508118982,0.609682857595534,0.6530627127890462,0.5881756488552489,0.40453706361683855,0.4086273702513615,0.3845745768770341,0.6035159989059511,0.49691489659708676,0.6391549981870822,0.8328953435335087,0.4368539781566926,0.5352885680109807,0.44590270314905944,0.47090569796171716,0.548512328775639,0.5836929317028895,0.5421065288813014,0.3087394161119493,0.6066728844803768,0.2614345986342162,0.5027210398500984,0.270346987544326,0.3168597933090197,0.3705646554215207,0.6081112894483046,0.795960410417605,0.517976706635587,0.42797016598606163,0.7015758101489522
1779998266647,3858,0.36749874996621334,0.2932208988118328,0.26329976963970936,0.45451217312083464,0.369667335230805,0.2858697201879818,0.3110127598066152,0.2993597969187281,0.5016793479667627,0.4378587144552221,0.3485232550055826,0.547059055234868,0.7218147207148671,0.6245449377362834,0.6241551847863325,0.23809209782104157,0.5475471697154949,0.5412149819809687,0.19846601480353704,0.4705006146694966,0.26001163702071334,0.3236806106174412,0.6502352609754714,0.34363024037228596,0.17761212673029775,0.47694432921982555,0.4551697717339954,0.6505435162787164,0.5649327434465341,0.4670957861288438,0.49176950807545045,0.5552482008163673,0.5559378862188548,0.5799519466251934,0.4518980983396498,0.6254657205517953,0.20027282299280513,0.8125582042753913,0.7579692861114032,0.6143651316745322,0.17109404419678556,0.48149269929656263,0.5281614400129745,0.7696032273830219,0.5212591903230183,0.3928058090340599,0.31248035672188246,0.241577703376751,0.2549104088499812,0.46617823295637734,0.43124839458230807,0.424154257954991,0.4886070888421022,0.5536805702329195,0.34900921494767206,0.6502653738649871,0.6973708698457135,0.307419584190912,0.5548288814673659,0.5394844366696209,0.4695688787398242,0.4473623146359826,0.3818378817730009,0.2386318234761277
1779998266671,3858,0.3674606214115391,0.29333215673649415,0.26337639251725486,0.4544821464559982,0.36961428920102235,0.28586270259022134,0.311155693472822,0.29936736545108406,0.5016270311743037,0.4377561467687954,0.34845119644044953,0.5468067963515283,0.7214687833756162,0.6242585009969905,0.6238079240292785,0.23808315149985235,0.5474571978692765,0.5411774675194481,0.19864309192963978,0.47034754708734394,0.2601371002440278,0.32363387218320727,0.649917308577505,0.3436056666185679,0.17778837985687404,0.47696769525683785,0.45513378737027366,0.650262356327352,0.5646508647068119,0.46699793066167594,0.491562034036028,0.5550325410221785,0.555690977602559,0.5797518351980736,0.4517571394572773,0.6251144753345143,0.20042035134442915,0.8121819254962221,0.7578608417262134,0.6140538749800444,0.17123737502008626,0.48135685908258335,0.5281691616842636,0.7694173514153437,0.5213950480691418,0.39327085549069934,0.3131678763651606,0.2422535205069702,0.25551039029043643,0.46646571943239296,0.4315596377123402,0.42443940990913553,0.4888131768781228,0.5538343814260442,0.3493940547514896,0.6504540045423086,0.6973273212553884,0.30771021646175617,0.5548201061598851,0.5395430995852886,0.46970328254885596,0.44741712488497165,0.38215436791357427,0.23913248401764228
1779998266694,3857,0.34812591915348157,0.6230322488016959,0.6604513729475259,0.65309061155618,0.24488705328475532,0.6464513292869967,0.6186421720560555,0.6341789203927891,0.7846153645215048,0.751389893058118,0.7513973220682698,0.7523131119546399,0.22208888895543671,0.7610430699271892,0.5548028675315541,0.4897669109278875,0.7228750716291107,0.7906379171301166,0.2370624117432103,0.649491071785024,0.18789381821623943,0.8076641989291774,0.5667726132131561,0.6292946432229486,0.6136952023170477,0.7254353017686088,0.3873836576835694,0.3755074304991752,0.3369766936063089,0.403420880885505,0.6744442915134987,0.4358152320613245,0.5230775731935501,0.1885110036098247,0.7587978471712048,0.6574040352458018,0.3603472687065998,0.342942828101091,0.5171064367757474,0.5581044437049858,0.4161672236673478,0.3150718684377372,0.6402936987384205,0.5385882592950663,0.1946087045321061,0.6750449887300836,0.2879394439103142,0.6523671037385375,0.4594514273234272,0.7140661766018265,0.4634134816810626,0.6377708074612876,0.5302001381068503,0.7232463426737841,0.6638267416574462,0.43512969112082955,0.628040086292525,0.224940869799017,0.6768469977991486,0.6455473143451218,0.7170690866606872,0.38771154219762716,0.486718179988964,0.6432445781632878
1779998266718,3858,0.3676259559786681,0.2937189118210816,0.2641647636649634,0.45493912243489776,0.37046618704928524,0.2869980595210583,0.3115279006654272,0.2995699618083713,0.5013026036557737,0.4377313145268965,0.34855480230493163,0.5467756807546865,0.7210706341019162,0.6238171792267369,0.6233883669877457,0.23847183296815783,0.5473728325769567,0.541126990801256,0.1994959425938793,0.47037791633059517,0.26078468696971646,0.32409802186132985,0.6496615062896098,0.3440394145775827,0.17858547790438387,0.47715924622060896,0.4551418243234175,0.649770945060267,0.5647009216891817,0.4674235632704534,0.4922762330016452,0.5551133453031255,0.5555371103571746,0.579318692547958,0.45160504735057067,0.6246392524162866,0.20066516522171496,0.8115892886359872,0.7572987240330873,0.6135682259882254,0.17166467735236773,0.48140987601203955,0.5277286770373362,0.7685874522550693,0.5212507633683371,0.39343641376844307,0.31340093401524655,0.24265055732160673,0.2559727298147315,0.46687605700044993,0.4318085371647887,0.42444052403841026,0.48890519043927716,0.5536655157067664,0.3497525841763401,0.6500718625444369,0.6967598176102523,0.3077586356618885,0.5545698776137031,0.5393334446663776,0.4696989282014998,0.4474845345786518,0.38228219231364974,0.23920635160902118
1779998266741,3858,0.3676237605020598,0.2937154981799498,0.264213560980955,0.45490893885741873,0.37049465956960537,0.28717337961083367,0.3114989270218569,0.3000124023402429,0.501801301052118,0.4377370604363143,0.3486002374859322,0.5467082158299538,0.7208810445076426,0.6237267510291462,0.623361866290684,0.23877408376814938,0.5471470075621713,0.5412083894484229,0.19976049387284514,0.4704693676534728,0.2609844317365984,0.32417465124228273,0.6494781576857767,0.3441382561551348,0.17884804434634594,0.47749808983630104,0.4551696302691871,0.6494971578977013,0.5647127769325295,0.46728335172721636,0.49207962812566713,0.5549444113043523,0.5554881914199631,0.5791150595219972,0.451675324010828,0.6244231512034601,0.20125087019720395,0.8112902798386462,0.7569719046794334,0.6133631361786455,0.1719335683630669,0.48129622191947613,0.5276567675828125,0.7683577391171477,0.5213492359534067,0.39337346864969014,0.31346953880505674,0.24273583426249642,0.2560177349050933,0.46683369799567936,0.43178622063811756,0.42442396569896523,0.48886006058869,0.5535665365731249,0.35009332765703377,0.6501741756091522,0.6966019917301569,0.3079431260126325,0.5545524529781596,0.5391659810046828,0.4696730046131504,0.44731238989620764,0.38231291989953786,0.2396457763091651
1779998266763,3858,0.3676643753779214,0.29389110086358805,0.26438531332906495,0.45482550719128856,0.3705070626373085,0.2871410357766774,0.3115158371857441,0.30012841266517537,0.5016115452056112,0.43755483473951434,0.3486240804302645,0.5465776439777602,0.7206930611904077,0.6240656379144807,0.6232984476062116,0.2391386619571085,0.5470498605546091,0.541086044695338,0.20003959701533594,0.47035821646763754,0.26115276548668,0.3245172947728586,0.6497182818008181,0.34433502698988877,0.1793773213019996,0.4775679212919193,0.45511923336619065,0.6491572061943491,0.5646207914283242,0.4674519206482164,0.49193146895208695,0.5547547509839571,0.5555300327739977,0.579059410371566,0.451581830504999,0.6242717962340749,0.20170814205427948,0.8111293872860803,0.757214932774754,0.6136776707697396,0.1722268620674311,0.4812631643339203,0.5273197358152297,0.7679443245598487,0.5213410117174533,0.39352333381740406,0.3135445351753426,0.24299008706459757,0.2562174558065518,0.46679783020677457,0.43176625259929763,0.42464380309690264,0.488934439164465,0.5534667200365518,0.35007073432937674,0.6499017855244522,0.6964423215566086,0.3081827965229835,0.5545455141615451,0.5390250536600418,0.46960600206308273,0.44727990705176596,0.382521004706911,0.24001874416921956
1779998266787,3858,0.36813708434225867,0.29459720976272447,0.2645273537666034,0.4546995676479599,0.3706691031395868,0.2872899962127207,0.3116263627509755,0.30023674422618496,0.5015036754337693,0.43745711477374694,0.34866919812319785,0.5464797321229412,0.720359349103251,0.6240580016172387,0.6230268303839255,0.23940658324489414,0.5468705263815021,0.5409583845211704,0.20021349543435507,0.47033437015735635,0.26133010739631596,0.32456773260552385,0.6494670916989862,0.3444476143034517,0.17962842142475646,0.4775687547108212,0.455455965275579,0.6492226594943172,0.5645930259677563,0.4673976552777656,0.4919493496166756,0.5546491406627925,0.555445544981262,0.5790063770471104,0.4515896838785146,0.6241146777225124,0.202038682326728,0.8110251503243058,0.7569764446578223,0.6133909046701078,0.17248391604777122,0.4811564374864465,0.5272140985013363,0.7676000370499353,0.5211201972104624,0.39355711693326956,0.3137221956180301,0.24332367948321684,0.2565947192649489,0.46688332386873005,0.4318107936340024,0.42459578966355566,0.4888503150639388,0.553248600929295,0.35001305320854503,0.6496210951784396,0.6961600230665704,0.3083178349781059,0.5543821975572795,0.5389644897766582,0.4697624580449852,0.44726747218480034,0.3825819442741797,0.2400650722002089
1779998266810,3857,0.34870362508630565,0.6226529882500685,0.6599464353367779,0.6527972381899352,0.24644950037835636,0.6464586682351843,0.6179276495890839,0.633589019287758,0.783700241775994,0.7498018832957348,0.7503448282010136,0.7512239644398111,0.22322161731207432,0.7602990927761427,0.5546936078234069,0.4900659519845089,0.7215649594860314,0.7893166541687181,0.23799139238924677,0.6488334938154612,0.189059084532147,0.8063852018124456,0.5666891536191144,0.628615825947001,0.6131669090925178,0.7247707285667221,0.38790471858366843,0.37592669244779603,0.338108020948133,0.40410378328379565,0.6736024874151757,0.43582916357287765,0.522850870123199,0.18974494207667608,0.7574598943918968,0.6564122326630474,0.36120626829894975,0.3439223166915585,0.5175475436777666,0.5579220674987625,0.41631355724138513,0.31556510635318885,0.6392317493967489,0.5382840964469485,0.19593051251234425,0.6740048048711533,0.2885766827186977,0.6516051623703848,0.4595421594709822,0.7133321273446803,0.4635567885427406,0.636879387543253,0.5298211189443436,0.721922739318329,0.6628913053116918,0.4352910638332785,0.6273760199651489,0.22597184854481192,0.6760277921857277,0.6447963703308393,0.7161967182084652,0.38788883767803256,0.4867665907642347,0.6425973329276183
1779998266834,3858,0.3682316126499836,0.29485025249598595,0.26509682585849587,0.4551826227415296,0.3712908785547269,0.2878355516123347,0.3119700683785958,0.30081289552620555,0.5018180865925277,0.43764847317647954,0.3492338181006069,0.5465701449738609,0.7199095807972172,0.6235971120307479,0.6226800214196552,0.23977099948011138,0.5466703481676938,0.5407846962493391,0.20050892927575906,0.47040883819496265,0.2616483188954166,0.32490166241552026,0.6489628596706037,0.3445293623373975,0.18011468745916068,0.47731762731859867,0.4552294131921128,0.6488403210118358,0.5649336956815925,0.4674905898312461,0.49205082536704015,0.5545630888485267,0.5553102356624786,0.5788681743794203,0.45148594601405995,0.6239302023251709,0.20244446002187086,0.8103951995138821,0.7565725269986875,0.6131869793595055,0.17319385479224558,0.48132374912117853,0.527315497138034,0.7670250532684909,0.5211732235957334,0.3937782029005571,0.3139113979584021,0.24372575296285118,0.2570535825666713,0.4674568612052919,0.4326145089094156,0.4250260424155664,0.48932126520086633,0.5531720203243303,0.35031726361019977,0.6493143197240866,0.6959948503418277,0.3088427758341137,0.5544228317142043,0.5388538867963458,0.4696756645358609,0.4472569637824531,0.382764982852544,0.24046281440867315
