t_ms,entropy_ema,churn01,dCurv01,meanAbsCurv01,two1_eff_rate01,tmr01,feedback_tick,roi_amp01,roi_deqRate01,roi_curvCover01,roi_curvEntropy01,roi_two1RawRate01,two1_exp01,bmu_stability,queue_size,queue_cap
1770319885230,0.25,0.2765660263300931,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,2,5
1770319885486,0.11664047331437312,0.0642824346533225,0.0,0.0,0.0,0.9,0,1.0,0.9765625,0.0,0.0,0.0,0.0,0.8,1,5
1770319885741,0.07802777342538877,0.0,0.0,0.0,0.0,1.0,0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.8846153846153846,0,5
1770319885997,0.059571481690078004,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9189189189189189,1,5
1770319886252,0.04859149324997536,0.0,0.0,0.0,0.0,1.0,0,1.0,0.49019607843137253,0.0,0.0,0.0,0.0,0.9375,1,5
1770319886507,0.04124635340383718,0.0,0.0,0.0,0.0,1.0,0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.9491525423728814,0,5
1770319886763,0.035957947574106135,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9571428571428572,1,5
1770319887018,0.04787340979917539,0.018366409900949288,0.0,0.0,0.0,0.9,0,0.9634877034411378,0.49019607843137253,0.0,0.0,0.0,0.0,0.9382716049382716,1,5
1770319887274,0.09169308493365412,0.040536627838436916,0.0,0.0,0.0,0.6666666666666667,0,0.521126930402903,0.0,0.0,0.0,0.0,0.0,0.9021739130434783,2,5
1770319887529,0.1467960240024015,0.09943966557782312,0.0,0.0,0.0,0.09090909090909094,0,0.3570711824367493,0.9803921568627451,0.0,0.0,0.0,0.0,0.8155339805825242,1,5
1770319887784,0.2386106012988525,0.1704071866466903,0.0,0.0,0.0,0.2857142857142857,0,0.21948056780095063,0.0,0.0,0.0,0.0,0.0,0.7543859649122807,2,5
1770319888040,0.3360245317405091,0.19651675280923764,1.0,14.795480524182844,1.0,0.125,0,0.14008373256128664,0.9765625,0.015625,0.0,0.38631974880164144,0.0772639497603283,0.704,1,5
1770319888294,0.4318587506898533,0.3447739627917988,1.0,12.665394536932205,0.0,0.0,0,0.09755417686690698,0.0,0.015625,0.0,0.0,0.06181115980826264,0.6544117647058824,2,5
1770319888550,0.5167933221649622,0.3373123534330649,1.0,10.372563764313359,0.0,0.2857142857142857,0,0.0828416968467444,0.9765625,0.015625,0.0,0.0,0.04944892784661012,0.6054421768707483,1,5
1770319888805,0.5859773624762987,0.23703898647630825,1.0,9.145013089732819,0.0,0.0,0,0.07281938038319447,0.0,0.015625,0.0,0.0,0.0395591422772881,0.5632911392405063,2,5
1770319889061,0.6353366478258685,0.15905612107659103,1.0,7.640771410654305,0.0,0.09999999999999998,0,0.07773219458794263,0.9765625,0.015625,0.0,0.0,0.03164731382183048,0.5384615384615384,1,5
1770319889317,0.6611930941695803,0.16478592663656735,1.0,6.806758110163135,0.0,0.0,0,0.06537997572619528,0.0,0.015625,0.0,0.0,0.025317851057464386,0.5111111111111111,2,5
1770319889571,0.6644730790730012,0.1962600666035612,1.0,5.773122551107499,0.0,0.09999999999999998,0,0.06486880906367173,0.984251968503937,0.015625,0.0,0.0,0.02025428084597151,0.481675392670157,1,5
1770319889828,0.6468965971931782,0.25317674827999365,1.0,5.2798972014441325,0.0,0.19999999999999996,0,0.08435046707127665,0.0,0.015625,0.0,0.0,0.016203424676777208,0.4554455445544554,2,5
1770319890082,0.643198843171419,0.28610740809300833,1.0,4.580492096025378,0.0,0.30000000000000004,0,0.07359173176031758,0.984251968503937,0.015625,0.0,0.0,0.012962739741421767,0.431924882629108,1,5
1770319890345,0.6351538138389871,0.22534128200579776,0.8477863086247138,4.255732931458571,0.0,0.0,0,0.08421593519982028,0.0,0.015625,0.0,0.0,0.010370191793137414,0.42152466367713004,2,5
1770319890599,0.6253750312905275,0.21635600062112986,1.0,3.671535604361116,0.0,0.19999999999999996,0,0.0707902412660141,0.984251968503937,0.015625,0.0,0.0,0.008296153434509932,0.405982905982906,1,5
1770319890855,0.6138566268799491,0.22599811003862394,0.6215801698174113,3.4569655950010794,0.0,0.0,0,0.0701281309400033,0.0,0.015625,0.0,0.0,0.006636922747607946,0.3918367346938776,2,5
1770319891111,0.6262038648754836,0.24657260007282292,1.0,3.0177480771075835,0.0,0.0,0,0.06386489077977965,0.9765625,0.015625,0.0,0.0,0.005309538198086357,0.375,1,5
1770319891366,0.6431982382707405,0.28903422181779287,0.6037945860771221,2.8450974830301727,0.0,0.09090909090909094,0,0.06172158041734413,0.0,0.015625,0.0,0.0,0.004247630558469086,0.3595505617977528,2,5
1770319891621,0.645898771620581,0.25679766485358513,1.0,2.49695654241504,0.0,0.0,0,0.06578764079006966,0.9803921568627451,0.015625,0.0,0.0,0.0033981044467752686,0.34892086330935257,1,5
1770319891877,0.6651058845576615,0.2912836873686758,0.5157458033653208,2.365716913342194,0.0,0.18181818181818177,0,0.06665332992823053,0.0,0.015625,0.0,0.0,0.002718483557420215,0.33564013840830453,2,5
1770319892132,0.6714703562345324,0.26992145948237756,1.0,2.126336321698061,0.0,0.0,0,0.07150930250024054,0.9803921568627451,0.015625,0.0,0.0,0.002174786845936172,0.32333333333333336,1,5
1770319892388,0.671644588084652,0.213477719172024,0.5090980210350456,2.011770332427548,0.0,0.0,0,0.06818044228268712,0.0,0.015625,0.0,0.0,0.0017398294767489377,0.315112540192926,2,5
1770319892643,0.6704561822143235,0.2304732304369113,1.0,1.7873855855380356,0.0,0.09090909090909094,0,0.06625347386375642,0.9803921568627451,0.015625,0.0,0.0,0.0013918635813991503,0.3074534161490683,1,5
1770319892899,0.6642985943410802,0.30537995815454955,0.34418448302969296,1.713323104777112,0.0,0.11111111111111116,0,0.06714377557810282,0.0,0.015625,0.0,0.0,0.0011134908651193203,0.3003003003003003,2,5
1770319893153,0.6893672867479939,0.2892927239521166,0.4300876992840143,1.6273691833763924,0.0,0.09999999999999998,0,0.07186031045330762,0.0,0.015625,0.0,0.0,8.907926920954563E-4,0.2906976744186046,3,5
1770319893410,0.6941126490051491,0.2648410494378901,0.3257749374393167,1.5623335754938596,0.0,0.0,0,0.06885073050551285,0.0,0.015625,0.0,0.0,7.126341536763651E-4,0.2845070422535211,4,5
1770319893665,0.727470058495328,0.2744028991263308,0.45100131259061277,1.478765205661562,0.0,0.0,1,0.06987721884558834,0.0,0.015625,0.0,0.0,5.701073229410921E-4,0.27595628415300544,5,5
1770319893920,0.731745863839322,0.3085666564828255,0.34945167084221745,1.4146887012046925,0.0,0.09999999999999998,1,0.06558820069811644,0.0,0.015625,0.0,0.0,4.560858583528737E-4,0.2679045092838196,5,5
1770319894176,0.7282219334592701,0.2677117808269552,0.46319822369074504,1.3342766345736745,0.0,0.0,1,0.06177910996754078,0.0,0.015625,0.0,0.0,3.64868686682299E-4,0.2603092783505154,5,5
1770319894431,0.7266309027219648,0.29074716681235946,0.8556966617067147,1.1926356188496352,0.0,0.18181818181818177,0,0.06815478083434778,0.9803921568627451,0.015625,0.0,0.0,2.918949493458392E-4,0.25313283208020054,4,5
1770319894687,0.7383754797234945,0.31526375299624215,0.25690280971475815,1.1497722395751049,0.0,0.09999999999999998,0,0.0796908523546781,0.0,0.015625,0.0,0.0,2.3351595947667138E-4,0.24634146341463414,5,5
1770319894942,0.7646906218876942,0.3293095960014889,0.2165484613071826,1.1144179047593226,0.0,0.0,1,0.06867587126313432,0.0,0.015625,0.0,0.0,1.868127675813371E-4,0.23990498812351546,5,5
1770319895197,0.7622466197178842,0.3060306866830711,0.3172121427417156,1.064565715962279,0.0,0.0,1,0.06586765650994902,0.0,0.015625,0.0,0.0,1.4945021406506968E-4,0.23379629629629628,5,5
1770319895452,0.7688794761909898,0.24536305526269714,0.30750505007842605,1.017428127584271,0.0,0.0,0,0.06284366945538965,0.0,0.015625,0.0,0.0,1.1956017125205575E-4,0.2279909706546276,5,5
1770319895708,0.7725341776311442,0.319198250626364,0.26585617571847425,0.9776567174974398,0.0,0.09090909090909094,1,0.06191419364372211,0.0,0.015625,0.0,0.0,9.564813700164461E-5,0.22246696035242286,5,5
1770319895964,0.762835526743451,0.29344394370479454,0.6245647950642838,0.8854220699856824,0.0,0.0,0,0.062388904960811536,0.9765625,0.015625,0.0,0.0,7.65185096013157E-5,0.21935483870967742,4,5
1770319896219,0.7601527926193894,0.3438929772112411,0.20752251361449328,0.8561355961797278,0.0,0.09090909090909094,1,0.06477634314650492,0.0,0.015625,0.0,0.0,6.121480768105256E-5,0.2142857142857143,5,5
1770319896474,0.7680509177379895,0.3451411572093262,0.1750705741515139,0.8321787355376864,0.0,0.09090909090909094,1,0.06567193513194879,0.0,0.015625,0.0,0.0,4.897184614484205E-5,0.20944558521560575,5,5
1770319896730,0.7785955720756452,0.396334971591879,0.17275175336540122,0.8090806554963295,0.0,0.0,0,0.06152366637104427,0.0,0.015625,0.0,0.0,3.917747691587364E-5,0.2068273092369478,5,5
1770319896985,0.7811480686545289,0.20280428520933966,0.25338142467554736,0.7751483131423186,0.0,0.0,1,0.06374145882223524,0.0,0.015625,0.0,0.0,3.134198153269891E-5,0.20432220039292726,5,5
1770319897241,0.769889647685634,0.40275523066680147,0.21926832753774755,0.7465857747419284,0.0,0.0,0,0.06355396649138119,0.0,0.015625,0.0,0.0,2.507358522615913E-5,0.19999999999999996,5,5
1770319897497,0.7646208819210837,0.31947135442994795,0.16149346100234946,0.72646797248723,0.0,0.09090909090909094,1,0.06576159724530167,0.0,0.015625,0.0,0.0,2.0058868180927306E-5,0.19962335216572502,5,5
1770319897751,0.7640400226784223,0.3223284652195385,0.23694672216746512,0.6965516613650283,0.0,0.0,1,0.06077970784643377,0.0,0.015625,0.0,0.0,1.6047094544741845E-5,0.1955719557195572,5,5
1770319898007,0.7787282043322672,0.2743521441242162,0.40056856639625854,0.645173317453355,0.0,0.0,0,0.06344526417242845,0.48828125,0.015625,0.0,0.0,1.2837675635793476E-5,0.1916817359855335,5,5
1770319898263,0.7852981685153614,0.2497837074290111,0.23816957298598365,0.6160109515028147,0.0,0.09090909090909094,1,0.060941997988395634,0.0,0.015625,0.0,0.0,1.0270140508634782E-5,0.1879432624113475,5,5
1770319898518,0.7825456944246892,0.3368941303422396,0.16248661918518412,0.5971912801798178,0.0,0.0,1,0.06126676867525158,0.0,0.015625,0.0,0.0,8.216112406907827E-6,0.18434782608695655,5,5
1770319898774,0.7975397984619389,0.29723814800053944,0.13718153882878453,0.5819450892400346,0.0,0.11111111111111116,1,0.06123183814854059,0.0,0.015625,0.0,0.0,6.5728899255262615E-6,0.1808873720136519,5,5
1770319899028,0.7942334276455673,0.20631665643646993,0.24474555210899296,0.5532118326279148,0.0,0.09090909090909094,1,0.06087069760738893,0.0,0.015625,0.0,0.0,5.25831194042101E-6,0.18090452261306533,5,5
1770319899284,0.7987933710277801,0.30942250835517593,0.214467750937209,0.5286703993039612,0.0,0.0,0,0.06136283286007592,0.0,0.015625,0.0,0.0,4.206649552336808E-6,0.17763157894736847,5,5
1770319899539,0.7988900735113524,0.3135424073331233,0.32597643872705173,0.4904377661073567,0.0,0.0,1,0.05996916234192377,0.9803921568627451,0.015625,0.0,0.0,3.3653196418694465E-6,0.1760904684975767,3,5
1770319899795,0.805351818417329,0.3607881327245361,0.11773928522801919,0.47841465978203856,0.0,0.0,1,0.06358439066221165,0.0,0.015625,0.0,0.0,2.6922557134955573E-6,0.17460317460317465,5,5
1770319900051,0.8106636367634842,0.2777300360386094,0.37255594703651784,0.4352477300555832,0.0,0.0,0,0.06651938349178105,0.9765625,0.015625,0.0,0.0,2.153804570796446E-6,0.17160686427457095,3,5
1770319900305,0.8036643603284069,0.3243244250232857,0.1585216185295074,0.4184925596866228,0.0,0.0,0,0.06308289228466474,0.0,0.015625,0.0,0.0,1.7230436566371568E-6,0.16871165644171782,4,5
1770319900576,0.8104971943133009,0.25982333937284496,0.15414491234054487,0.4024472264102916,0.0,0.19999999999999996,0,0.06871707348688855,0.0,0.015625,0.0,0.0,1.3784349253097256E-6,0.16616314199395765,5,5
1770319900831,0.8086315018486947,0.33558519838880685,0.08422374414859972,0.3948851357793252,0.0,0.0,1,0.064455085126019,0.0,0.015625,0.0,0.0,1.1027479402477805E-6,0.16344725111441305,5,5
1770319901086,0.8121849275341787,0.27301775177192045,0.13275216214268704,0.3817325732138572,0.0,0.0,1,0.06700323465120489,0.0,0.015625,0.0,0.0,8.821983521982245E-7,0.16081871345029242,5,5
1770319901342,0.8099432975876013,0.3909744761605822,0.1297989824559206,0.36906501186672697,0.0,0.0,0,0.06852850308107983,0.0,0.015625,0.0,0.0,7.057586817585796E-7,0.15827338129496404,5,5
1770319901597,0.820013037554212,0.31303557742168375,0.11136562599147014,0.35864836372265546,0.0,0.09090909090909094,1,0.06561479725761392,0.0,0.015625,0.0,0.0,5.646069454068638E-7,0.15580736543909346,5,5
1770319901853,0.8280345525413902,0.3355248398492911,0.10947997221833465,0.3485610030735204,0.0,0.0,1,0.07118282216755237,0.0,0.015625,0.0,0.0,4.51685556325491E-7,0.1534170153417015,5,5
1770319902109,0.8341634125470003,0.4409188581475084,0.18195790089832495,0.3304327930831933,0.0,0.0,1,0.0626424460643453,0.48828125,0.015625,0.0,0.0,3.6134844506039283E-7,0.15247252747252749,4,5
1770319902364,0.8334697607561233,0.3408784771458854,0.13175705330549448,0.31803306180579294,0.0,0.09999999999999998,1,0.06334017739078739,0.0,0.015625,0.0,0.0,2.8907875604831426E-7,0.15020297699594043,5,5
1770319902619,0.8203577143800794,0.24336738302417707,0.12818602636640072,0.30613517493202685,0.0,0.0,0,0.06194564060717638,0.0,0.015625,0.0,0.0,2.312630048386514E-7,0.14800000000000002,5,5
1770319902875,0.8281473450896059,0.28702404055429426,0.11116904301767244,0.2961927503938273,0.0,0.0,1,0.06323840779296158,0.0,0.015625,0.0,0.0,1.8501040387092115E-7,0.1458607095926413,5,5
1770319903130,0.8283522668502961,0.353266920928354,0.09541191248597942,0.2880368546412038,0.0,0.0,1,0.0667504374344183,0.0,0.015625,0.0,0.0,1.4800832309673692E-7,0.14378238341968907,5,5
1770319903386,0.8314109384563283,0.3348490238828835,0.1199711663746771,0.2773412308894201,0.0,0.09090909090909094,0,0.0649742244720047,0.0,0.015625,0.0,0.0,1.1840665847738954E-7,0.1430395913154534,5,5
1770319903641,0.8240936725803898,0.34249692971258555,0.07847476683721882,0.27110575084109984,0.0,0.0,1,0.07289050083299453,0.0,0.015625,0.0,0.0,9.472532678191164E-8,0.14231738035264485,5,5
1770319903896,0.8184756567188742,0.3976829864476252,0.11542106802621252,0.26108138942341613,0.0,0.0,0,0.06771235549408147,0.0,0.015625,0.0,0.0,7.578026142552932E-8,0.14037267080745341,5,5
1770319904152,0.8007649125181542,0.33406160547574937,0.14855132122254894,0.24770830596633198,0.0,0.0,1,0.06598338805798759,0.48828125,0.015625,0.0,0.0,6.062420914042346E-8,0.1384803921568627,5,5
1770319904407,0.8083092142686913,0.27405249048029073,0.060444383715892606,0.24342339375913682,0.0,0.0,1,0.06525546206935923,0.0,0.015625,0.0,0.0,4.8499367312338765E-8,0.13663845223700122,5,5
1770319904663,0.8139272301302067,0.30534565857768414,0.0600790598625801,0.23922267605332276,0.0,0.09090909090909094,0,0.0692716309671539,0.0,0.015625,0.0,0.0,3.8799493849871014E-8,0.13603818615751795,5,5
1770319904918,0.8111747560395347,0.30423177550084457,0.09476781499879589,0.23160332303198491,0.0,0.0,1,0.06446022450889033,0.0,0.015625,0.0,0.0,3.103959507989681E-8,0.13427561837455826,5,5
1770319905173,0.8086851517506621,0.28289199679089005,0.058430457282457174,0.22763302440108632,0.0,0.09090909090909094,0,0.0657782452097887,0.0,0.015625,0.0,0.0,2.483167606391745E-8,0.13372093023255816,5,5
1770319905429,0.8201097400377844,0.28036828635746575,0.09217212765883605,0.22040753799697463,0.0,0.0,1,0.06636481785454583,0.0,0.015625,0.0,0.0,1.9865340851133962E-8,0.13318025258323762,5,5
1770319905701,0.8155567401780189,0.31990580808950164,0.04558941684889286,0.2177393431759334,0.0,0.0,1,0.06636399166588729,0.0,0.015625,0.0,0.0,1.589227268090717E-8,0.1319681456200228,5,5
1770319905956,0.8107172866654516,0.3032813891640282,0.07907343239808834,0.21190539164890265,0.0,0.09090909090909094,0,0.07367170720304343,0.0,0.015625,0.0,0.0,1.2713818144725736E-8,0.13146067415730334,5,5
1770319906211,0.8366099642542681,0.4246860750347728,0.12091719838069125,0.20215378016309427,0.0,0.0,1,0.06747386833362436,0.49019607843137253,0.015625,0.0,0.0,1.0171054515780589E-8,0.1298557158712541,5,5
1770319906466,0.8399432975876014,0.42282602124648855,0.07493608031098775,0.19676726260534705,0.0,0.0,1,0.0624605548823119,0.0,0.015625,0.0,0.0,8.136843612624472E-9,0.1282894736842105,5,5
1770319906722,0.8545347767578738,0.4047871179954119,0.0840245755203183,0.19057846793500102,0.0,0.0,0,0.06400847580191839,0.0,0.015625,0.0,0.0,6.5094748900995776E-9,0.12676056338028174,5,5
