t_ms,entropy_ema,churn01,dCurv01,meanAbsCurv01,two1_eff_rate01,tmr01,feedback_tick,roi_amp01,roi_deqRate01,roi_curvCover01,roi_curvEntropy01,roi_two1RawRate01,two1_exp01,bmu_stability,queue_size,queue_cap
1770322353976,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,20
1770322354231,0.04640404083010946,0.08570991287109667,0.0,0.0,0.0,0.8,0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.8571428571428572,1,20
1770322354487,0.030286523635301852,0.0,0.0,0.0,0.0,1.0,0,1.0,0.9765625,0.0,0.0,0.0,0.0,0.92,0,20
1770322354742,0.0228902585376716,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,1,20
1770322354998,0.01856868630379353,0.0,0.0,0.0,0.0,1.0,0,1.0,0.48828125,0.0,0.0,0.0,0.0,0.9574468085106383,1,20
1770322355253,0.015707256271570925,0.0,0.0,0.0,0.0,1.0,0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.9655172413793104,0,20
1770322355508,0.013660714334548154,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9710144927536232,1,20
1770322355765,0.01211807575780914,0.0,0.0,0.0,0.0,1.0,0,1.0,0.48638132295719844,0.0,0.0,0.0,0.0,0.975,1,20
1770322356020,0.021798127612736216,0.012121212121212121,0.0,0.0,0.0,0.9,0,0.6282277681028295,0.0,0.0,0.0,0.0,0.0,0.9560439560439561,2,20
1770322356275,0.07570833280619287,0.01891709299127056,0.0,0.0,0.0,0.6666666666666667,0,0.39420145900605597,0.9803921568627451,0.0,0.0,0.0,0.0,0.9215686274509804,1,20
1770322356530,0.13962063660635962,0.04135623949820288,0.0,0.0,0.0,0.25,0,0.2408782787743861,0.0,0.0,0.0,0.0,0.0,0.8584070796460177,2,20
1770322356785,0.22409743922544367,0.20769454119042466,0.0,0.0,0.0,0.0,0,0.14280502747204357,0.9803921568627451,0.0,0.0,0.0,0.0,0.7903225806451613,1,20
1770322357041,0.3051655089692377,0.2812578985597721,0.0,0.0,0.0,0.0,0,0.10491515875491168,0.0,0.0,0.0,0.0,0.0,0.7259259259259259,2,20
1770322357296,0.374296023273442,0.4078022873443299,0.0,0.0,0.0,0.0,0,0.07536851734654383,0.9803921568627451,0.0,0.0,0.0,0.0,0.678082191780822,1,20
1770322357551,0.4469236100261543,0.3376678152076029,0.0,0.0,0.0,0.0,0,0.07237972662202322,0.0,0.0,0.0,0.0,0.0,0.6369426751592357,2,20
1770322357808,0.5119837561023163,0.182999884325469,0.0,0.0,0.0,0.19999999999999996,0,0.06438516561908059,0.9727626459143969,0.0,0.0,0.0,0.0,0.6011904761904762,1,20
1770322358062,0.5620831840267557,0.20483993106453086,0.0,0.0,0.0,0.0,0,0.06958435057888901,0.0,0.0,0.0,0.0,0.0,0.5698324022346368,2,20
