t_ms,entropy_ema,churn01,dCurv01,meanAbsCurv01,two1_eff_rate01,tmr01,feedback_tick,roi_amp01,roi_deqRate01,roi_curvCover01,roi_curvEntropy01,roi_two1RawRate01,two1_exp01,bmu_stability,queue_size,queue_cap
1770321187673,0.12032134914789373,0.050507627227610534,0.0,0.0,0.0,0.5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.6,2,5
1770321187929,0.05621501110283565,0.0,0.0,0.0,0.0,0.9090909090909091,0,1.0,0.9765625,0.0,0.0,0.0,0.0,0.875,1,5
1770321188184,0.03808969065892134,0.0,0.0,0.0,0.0,1.0,0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.9259259259259259,0,5
1770321188440,0.029260837642917127,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526316,1,5
1770321188695,0.023954361656563634,0.0,0.0,0.0,0.0,1.0,0,1.0,0.49019607843137253,0.0,0.0,0.0,0.0,0.9591836734693877,1,5
1770321188951,0.020381932844895784,0.0,0.0,0.0,0.0,1.0,0,1.0,0.48828125,0.0,0.0,0.0,0.0,0.9666666666666667,1,5
1770321189206,0.017798672062640315,0.0,0.0,0.0,0.0,1.0,0,1.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.971830985915493,0,5
1770321189462,0.01583620761184606,0.0,0.0,0.0,0.0,1.0,0,0.9214508223061111,0.0,0.0,0.0,0.0,0.0,0.975609756097561,1,5
1770321189716,0.014290447089250423,0.0,0.0,0.0,0.0,1.0,0,0.5624624932419657,0.4921259842519685,0.0,0.0,0.0,0.0,0.978494623655914,1,5
1770321189972,0.07709044486629094,0.112958591767547,0.0,0.0,0.0,0.5,0,0.338030985460595,0.0,0.0,0.0,0.0,0.0,0.9038461538461539,2,5
1770321190227,0.1941707644558571,0.15463503997215358,0.0,0.0,0.0,0.16666666666666663,0,0.21897238870719443,0.9803921568627451,0.0,0.0,0.0,0.0,0.8260869565217391,1,5
1770321190483,0.30773540644883174,0.23025922402000906,0.0,0.0,0.0,0.0,0,0.12767744791705377,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,2,5
1770321190738,0.38497498080116016,0.13983057501155602,0.0,0.0,0.0,0.0,0,0.11173671292950427,0.9803921568627451,0.0,0.0,0.0,0.0,0.7153284671532847,1,5
1770321190994,0.46233136994877505,0.19189977297676303,0.0,0.0,0.0,0.09999999999999998,0,0.07832456211532851,0.0,0.0,0.0,0.0,0.0,0.6756756756756757,2,5
1770321191250,0.5404581885418057,0.16431437197337226,0.0,0.0,0.0,0.125,0,0.08752586230459222,0.0,0.0,0.0,0.0,0.0,0.628930817610063,3,5
1770321191505,0.5958095629233681,0.1021394394001586,0.0,0.0,0.0,0.0,0,0.07157646526573172,0.9803921568627451,0.0,0.0,0.0,0.0,0.6176470588235294,2,5
